form	count	lemma	gloss
δυνάμεσι(ν)	3	δύναμις	might, power, marvelous works
πιστεύσωμεν	3	πιστεύω	I believe, have faith in
στῆθι	3	ἵστημι	I cause to stand, stand
ἀνθρωποκτόνος	3	ἀνθρωποκτόνος	a murderer
οἰκοδομῆσαι	3	οἰκοδομέω	I build, build up, edify
ποιοῦντας	3	ποιέω	I do, make
γένη	3	γένος	offspring, family, race, kind
κρατήσατε	3	κρατέω	I lay hold of, obtain
Ναασσών	3	Ναασσών	Nahshon
ἑωράκατε	3	ὁράω	I see, look upon, experience
ὥρμησε(ν)	3	ὁρμάω	I rush
κλαίουσα	3	κλαίω	I weep, weep for, mourn
πτωχός	3	πτωχός	poor, destitute
ἄβυσσον	3	ἄβυσσος	the abyss, the unfathomable depth
ἰαμάτων	3	ἴαμα	healing, curing
σπυρίδας	3	σπυρίς	a plaited basket
ᾔδεις	3	οἶδα	I know, remember
χωλόν	3	χωλός	lame, deprived of a foot
ἠθέλησαν	3	θέλω	I will, wish, desire
νυμφῶνος	3	νυμφών	a bridal chamber
ἐθεραπεύθη	3	θεραπεύω	I care for, attend, serve, heal
ἔμελλον	3	μέλλω	I am about to
μαλακίαν	3	μαλακία	weakness, illness
ἀσεβῶν	3	ἀσεβής	impious, ungodly, wicked
εὐλογεῖτε	3	εὐλογέω	I bless
ὑπάντησιν	3	ὑπάντησις	a meeting
ἐσθιέτω	3	ἐσθίω	I eat
ποίας	3	ποῖος	of what sort
ἐταράχθη	3	ταράσσω	I agitate, stir up, trouble
φθορᾶς	3	φθορά	corruption, destruction, decay
θελόντων	3	θέλω	I will, wish, desire
καλουμένη	3	καλέω	I call, invite, name
φθαρτόν	3	φθαρτός	corruptible, perishable
πατρίδα	3	πατρίς	fatherland
ἀδελφῆς	3	ἀδελφή	a sister
ἐργαζομένῳ	3	ἐργάζομαι	I word, trade, do
προσδοκῶν	3	προσδοκάω	I expect, await
λαλήσητε	3	λαλέω	I speak, say
ἔνδειξιν	3	ἔνδειξις	a showing, proof, demonstration, sign
ἀνέξομαι	3	ἀνέχομαι	I endure, bear with
ἐκβάλω	3	ἐκβάλλω	I throw, cast, put out, banish, bring forth, produce
βασιλεύσουσι(ν)	3	βασιλεύω	I rule, reign, reign over
θερμαινόμενος	3	θερμαίνομαι	I warm
Ἐφεσίων	3	Ἐφέσιος	Ephesian
ὄψῃ	3	ὁράω	I see, look upon, experience
ἄκανθαι	3	ἄκανθα	a thorn-bush
καυχᾶσαι	3	καυχάομαι	I boast, glory
οἰκονόμος	3	οἰκονόμος	a steward
ἀγαθοῖς	3	ἀγαθός	good
αἰτοῦντι	3	αἰτέω	I ask, request, beg, petition
ἐνδύσασθε	3	ἐνδύω	I put on, clothe
κατασείσας	3	κατασείω	I shake, wave, beckon
ἀσπασάμενοι	3	ἀσπάζομαι	I greet, salute, pay my respects to
Ἡρῳδιάδος	3	Ἡρῳδιάς	Herodias
ἐκπορευόμενον	3	ἐκπορεύομαι	I journey out, come forth
ταχύ	3	ταχύς	quick, swift
πειρασμοῖς	3	πειρασμός	trial, testing, temptation
πληγή	3	πληγή	a blow, stripe, wound
ἐδιδάχθητε	3	διδάσκω	I teach
συντελείᾳ	3	συντέλεια	a completion, consummation, end
φόρον	3	φόρος	a tax, tribute
μικροῦ	3	μικρός	little, small
παρασκευή	3	παρασκευή	the day before the Sabbath
ἄνομος	3	ἄνομος	lawless, sinful, illegal
δευτέρα	3	δεύτερος	second, in the second place, for the second time
στάσεως	3	στάσις	standing, place, dissension
τρίτην	3	τρίτος	third
μαρτυρήσῃ	3	μαρτυρέω	I witness, testify
τοὐναντίον	3	τοὐναντίον	on the contrary
βίου	3	βίος	life, manner of life, livelihood
βασανισμοῦ	3	βασανισμός	torture, torment
παράκλησις	3	παράκλησις	exhortation, entreaty, encouragement, comfort
ἀγαθοποιοῦντας	3	ἀγαθοποιέω	I do that which is good
τελώνιον	3	τελώνιον	a tax-collector's office
Ὦ	3	Ὦ	omega
ἀπεστάλην	3	ἀποστέλλω	I send forth, send, send away, dismiss
λαλουμένοις	3	λαλέω	I speak, say
προσηνέχθη	3	προσφέρω	I bring to, offer
δρόμον	3	δρόμος	a running, course, career
ἐνεφάνισαν	3	ἐμφανίζω	I make visible, report against, appear before
καυχώμενοι	3	καυχάομαι	I boast, glory
ἄκαρπος	3	ἄκαρπος	unfruitful, barren
ἔθαψαν	3	θάπτω	I bury
δέχωνται	3	δέχομαι	I take, receive, accept, welcome
θεωροῦσι(ν)	3	θεωρέω	I behold, look at, experience
θυμόν	3	θυμός	an outburst of passion, wrath
ὁδοῖς	3	ὁδός	a way, road, journey
ἀγρός	3	ἀγρός	a field, the country
ἀσθενοῦντα	3	ἀσθενέω	I am weak, sick
κατεγέλων	3	καταγελάω	I laugh at, ridicule
κριθῆτε	3	κρίνω	I judge, decide, think good
ταπεινός	3	ταπεινός	humble, lowly
ἀσπασάμενος	3	ἀσπάζομαι	I greet, salute, pay my respects to
φυλήν	3	φυλή	a tribe, race
κυρίων	3	κύριος	lord, Lord, master, sir
μακράν	3	μακράν	far away
δήσαντες	3	δέω	I bind
διδασκαλίαν	3	διδασκαλία	instruction, teaching
περισσεύει	3	περισσεύω	I exceed, am left over
ὤφειλε(ν)	3	ὀφείλω	I owe, ought
ῥομφαία	3	ῥομφαία	a sword, piercing grief
καταλάβῃ	3	καταλαμβάνω	I seize tight hold of, overtake, comprehend
νεανίσκος	3	νεανίσκος	a young man
τύπτοντες	3	τύπτω	I beat, strike, wound, inflict punishment
φέγγος	3	φέγγος	brightness, light
ἀποδῷ	3	ἀποδίδωμι	I give back, return, sell
στρατιώταις	3	στρατιώτης	a soldier
πεπιστευκότων	3	πιστεύω	I believe, have faith in
συλλαβεῖν	3	συλλαμβάνω	I seize, apprehend, become pregnant
μικρότερος	3	μικρός	little, small
ὑπάρχει	3	ὑπάρχω	I am, exist, am in possession
ὑπέταξε(ν)	3	ὑποτάσσω	I place under, subject to
τέθνηκε(ν)	3	θνῄσκω	I am dying, am dead
ἐγείρεσθε	3	ἐγείρω	I wake, arouse, raise up
Ἀβιά	3	Ἀβιά	Abijah
ἀφήσει	3	ἀφίημι	I send away, release, remit, forgive, permit
ἐλαχίστῳ	3	ἐλάχιστος	least, smallest, very little
λευκήν	3	λευκός	white, bright
λοιπούς	3	λοιπός	left, left behind, the remainder
ἔλαμψε(ν)	3	λάμπω	I shine
ὁράσει	3	ὅρασις	a sight, vision, appearance
ἐδίωξαν	3	διώκω	I pursue, persecute
κρημνοῦ	3	κρημνός	a crag, precipice
δέξαι	3	δέχομαι	I take, receive, accept, welcome
σχεδόν	3	σχεδόν	nearly, almost
γράμμασι(ν)	3	γράμμα	a letter, writings, learning
εἴχετε	3	ἔχω	I have, hold, possess
πορφύραν	3	πορφύρα	a purple garment
καταγγέλλεται	3	καταγγέλλω	I declare openly, preach
ἡγούμενος	3	ἡγέομαι	I lead, think
ἐξομολογούμενοι	3	ἐξομολογέω	I consent fully, confess
φονεῖς	3	φονεύς	a murderer
ἠγαπημένοι	3	ἀγαπάω	I love
θελήσῃ	3	θέλω	I will, wish, desire
τηρεῖ	3	τηρέω	I keep, guard, observe
ἤρχετο	3	ἔρχομαι	I come, go
παράπτωμα	3	παράπτωμα	a falling away, sin
ἀνταποδοῦναι	3	ἀνταποδίδωμι	I give in return
Τυχικός	3	Τυχικός	Tychicus
γνώσονται	3	γινώσκω	I come to know, learn, realize
ἰχθύν	3	ἰχθύς	a fish
φυλακαῖς	3	φυλακή	a watching, guard, prison, imprisonment
ὁράματι	3	ὅραμα	a spectacle, vision
ἡτοίμασε(ν)	3	ἑτοιμάζω	I make ready, prepare
ἀποθήκην	3	ἀποθήκη	a repository, granary, barn, storehouse
ἠθελήσατε	3	θέλω	I will, wish, desire
γείτονας	3	γείτων	a neighbor
θήσω	3	τίθημι	I put, place
ἐπισκοπῆς	3	ἐπισκοπή	visitation of judgment, oversight
εἰπόντα	3	λέγω	I say, speak
λιμῷ	3	λιμός	a famine, hunger
ἀγοράσωμεν	3	ἀγοράζω	I buy
πλεονεξίας	3	πλεονεξία	covetousness, avarice
ἀπώσατο	3	ἀπωθέομαι	I push or thrust away, reject
ἀρώματα	3	ἄρωμα	spice, perfume
ἀπεσταλμένος	3	ἀποστέλλω	I send forth, send, send away, dismiss
γενήματος	3	γένημα	offspring, child, fruit
κατεκάη	3	κατακαίω	I burn up, consume entirely
πραθῆναι	3	πιπράσκω	I sell
ἐσχάταις	3	ἔσχατος	last, at the last, finally
θυσίαις	3	θυσία	a sacrifice
ζῶσι(ν)	3	ζάω	I live
ἀφρόνων	3	ἄφρων	senseless, foolish, inconsiderate
προσευχόμενον	3	προσεύχομαι	I pray, pray for
σκανδαλίσῃ	3	σκανδαλίζω	I cause to stumble
Ἕλληνος	3	Ἕλλην	a Hellene, a Greek
πονηροῖς	3	πονηρός	evil, bad, wicked
χείρονα	3	χείρων	worse
γράμματος	3	γράμμα	a letter, writings, learning
ὅρκους	3	ὅρκος	an oath
λυχνίας	3	λυχνία	a lamp-stand
ἀνακρίνοντες	3	ἀνακρίνω	I examine, inquire into
ἀνέτειλε(ν)	3	ἀνατέλλω	I make to rise, I rise, shine
ἀπῆλθαν	3	ἀπέρχομαι	I come or go away from, depart, return
εἰπόντος	3	λέγω	I say, speak
ἀντιτάσσεται	3	ἀντιτάσσομαι	I set myself against, resist
ἄμπελος	3	ἄμπελος	a vine
ἐνδύσασθαι	3	ἐνδύω	I put on, clothe
κριτήν	3	κριτής	a judge
κληρονομήσει	3	κληρονομέω	I inherit, obtain
ἐμοί	3	ἐμός	mine
ἀποθνῄσκοντες	3	ἀποθνῄσκω	I am dying, am about to die
ἀπολέσας	3	ἀπόλλυμι	I destroy, lose, am perishing
διακονῇ	3	διακονέω	I wait at table, serve
ἐγεννήθησαν	3	γεννάω	I beget, bring forth, give birth to
κατειργάσατο	3	κατεργάζομαι	I work out, produce, accomplish
κορασίῳ	3	κοράσιον	a girl, little girl
παραθήκην	3	παραθήκη	anything committed to one's charge
προσκυνεῖν	3	προσκυνέω	I worship
κατέπαυσε(ν)	3	καταπαύω	I rest, cause to rest
ὑστερεῖσθαι	3	ὑστερέω	I am lacking, fall short, suffer need
ζεστός	3	ζεστός	boiling hot
σκοτεινόν	3	σκοτεινός	full of darkness, dark
ζῴου	3	ζῷον	an animal
ἀτιμίαν	3	ἀτιμία	disgrace, dishonor
ἐρήμοις	3	ἔρημος	deserted, desolate, a desert
ἕστηκα	3	ἵστημι	I cause to stand, stand
ἐκαθαρίσθη	3	καθαρίζω	I make clean
μέρει	3	μέρος	a part, portion
βασίλισσα	3	βασίλισσα	a queen
Ἀμώς	3	Ἀμώς	Amos
ἐπιστρέψωσι(ν)	3	ἐπιστρέφω	I turn back to
λαῶν	3	λαός	a people, the crowd
σφραγῖδας	3	σφραγίς	a signet-ring, impression of a seal, the proof
εἰποῦσα	3	λέγω	I say, speak
ζητήσεις	3	ζήτησις	a question, debate, controversy
ὅσιος	3	ὅσιος	holy, pious
σού	3	σύ	you
ἐδέξατο	3	δέχομαι	I take, receive, accept, welcome
μνήμασι(ν)	3	μνῆμα	a tomb, monument
ἐγόγγυζον	3	γογγύζω	I whisper, murmur, grumble
εἰσπορεύεται	3	εἰσπορεύομαι	I journey into, go into
ἀποδοκιμασθῆναι	3	ἀποδοκιμάζω	I reject after testing, I disqualify
πιστεύσασι(ν)	3	πιστεύω	I believe, have faith in
οἷος	3	οἷος	of what kind, such as
κόψονται	3	κόπτω	I cut off, mourn
γεγραμμένος	3	γράφω	I write
γραφῆς	3	γραφή	a writing, passage of scripture, the scriptures
ἔκρυψε(ν)	3	κρύπτω	I hide, conceal, lay up
πονηρίας	3	πονηρία	wickedness, iniquities
μείζονος	3	μέγας	large, great
κρεῖσσον	3	κρείττων	stronger, more excellent
ἐπίσκοπον	3	ἐπίσκοπος	overseer, supervisor, ruler
λῃστήν	3	λῃστής	a robber, brigand, bandit
ὁμολογίας	3	ὁμολογία	a profession, confession
σημαίνων	3	σημαίνω	I signify, indicate
ἀναβαίνοντα	3	ἀναβαίνω	I go up, mount, ascend
ταπεινοφροσύνῃ	3	ταπεινοφροσύνη	humility
ῥάβδον	3	ῥάβδος	a rod, staff
ταπεινοῖς	3	ταπεινός	humble, lowly
ἐγίνετο	3	γίνομαι	I come into being, am born
γραφῶν	3	γραφή	a writing, passage of scripture, the scriptures
κατεργάζομαι	3	κατεργάζομαι	I work out, produce, accomplish
καθαρίσαι	3	καθαρίζω	I make clean
κατήντησε(ν)	3	καταντάω	I come down, arrive at, reach
γνοῖ	3	γινώσκω	I come to know, learn, realize
ἤρθη	3	αἴρω	I raise, lift up
γεννηθείς	3	γεννάω	I beget, bring forth, give birth to
πορευόμενος	3	πορεύομαι	I travel, journey, go
λέων	3	λέων	a lion
ὑπερεκπερισσοῦ	3	ὑπερεκπερισσοῦ	immeasurably
Ἰσκαριώτου	3	Ἰσκαριώτης	Iscariot, a man of Kerioth
εὐχαριστίᾳ	3	εὐχαριστία	thankfulness, gratitude
ἐβόησε(ν)	3	βοάω	I shout, call aloud
ἐλευθέρα	3	ἐλεύθερος	free, delivered from obligation
ἐβαπτίσθημεν	3	βαπτίζω	I dip, submerge, baptize
σκέλη	3	σκέλος	the leg
μοιχεύσῃς	3	μοιχεύω	I commit adultery
περισσείαν	3	περισσεία	abundance
ἄρχοντας	3	ἄρχων	a ruler, prince, leader
ἔσπειρας	3	σπείρω	I sow, spread, scatter
νηστεύσουσι(ν)	3	νηστεύω	I fast
πλανήσῃ	3	πλανάω	I lead astray, deceive
πάντοθεν	3	πάντοθεν	from all sides
κεκαλυμμένον	3	καλύπτω	I veil, hide, conceal, envelop
ἕκτην	3	ἕκτος	sixth
καταβαίνουσαν	3	καταβαίνω	I go down, come down
παραπτώμασι(ν)	3	παράπτωμα	a falling away, sin
δραμών	3	τρέχω	I run, exercise myself
πράσσοντας	3	πράσσω	I do, fare, require
Βαλαάμ	3	Βαλαάμ	Balaam
ἔγνως	3	γινώσκω	I come to know, learn, realize
καλουμένην	3	καλέω	I call, invite, name
κολλυβιστῶν	3	κολλυβιστής	a money-changer
καθαρίζετε	3	καθαρίζω	I make clean
ἔπινον	3	πίνω	I drink, imbibe
ποσάκις	3	ποσάκις	how often
μαθητήν	3	μαθητής	a learner, disciple, pupil
Ἰσκαριώθ	3	Ἰσκαριώθ	Iscariot
θησαυρούς	3	θησαυρός	a treasure, store
ἥμαρτε(ν)	3	ἁμαρτάνω	I sin
συνηγμένοι	3	συνάγω	I gather together
ἔμενε(ν)	3	μένω	I remain, abide
εὐδοκία	3	εὐδοκία	good-will, favor
θνητόν	3	θνητός	mortal
ἴσχυον	3	ἰσχύω	I am strong, able
οἷον	3	οἷος	of what kind, such as
περιπατῶμεν	3	περιπατέω	I walk, conduct my life
κρατοῦντας	3	κρατέω	I lay hold of, obtain
κατοικῆσαι	3	κατοικέω	I dwell in, settle in, inhabit
λογιζέσθω	3	λογίζομαι	I reckon, count, decide
Τιβεριάδος	3	Τιβεριάς	Tiberias
παρεστηκώς	3	παρίστημι	I bring, present, come up to and stand by
ὅμως	3	ὅμως	yet, nevertheless
ἁγίας	3	ἅγιος	set apart, holy, sacred
ἠθέλησα	3	θέλω	I will, wish, desire
τυφλοῦ	3	τυφλός	blind
ἐπικαλουμένους	3	ἐπικαλέω	I call by an additional name, appeal to
βιβλαρίδιον	3	βιβλαρίδιον	a little papyrus roll
